1300-1350,,,,,
1400-1450,CHEM 101 LECTURE SCIENCE,EMTH 201 LECTURE,COMP 101 SCIENCE,MATH 101 TUT GEOL,EMTH 301 LECTURE
1500-1550,,,,BIOL 101 LECTURE,
1600-1650,COMP 211 LECTURE,BIOL 405 Tutorial,MECE 211 LECTURE,CHEM 101 Lecture SCIENCE,EMTH 201 Lecture
1700-1750,,EMTH 301 LECTURE,,EMTH 301 LECTURE,PHYS 101 Lecture SCIENCE
1800-1850,,,,,
1900-1950,,,,,
BIUST - 114/001-002,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,CHEE 311 Tutorial,ALSS 201 Lecture Group D,STAT 309 LECTURE,CHEM 101 TUTORIAL GROUP C,ALSS 101 Tutorial Group C
0900-0950,ALSS 101 Lecture Group D,GEOL 301 LECTURE,ALSS 301 LECTURE GROUP 3,BIOL 101 TUTORIAL STATISTICS,GEOL 615 TUT
1000-1050,GEOL 623 LECTURE,,GEOL 601 TUT,CIVE 514 TUTORIAL,CHEM 307 LECTURE
1100-1150,,CHEM 205 LECTURE,CHEE 412 Tutorial,MATH 412 LECTURE,GEOL 201 TUTORIAL SCIENCE GROUPS
1200-1250,CMME 510 LECTURE,,MATH 302 LECTURE,,FRSC 301 LECTURE
1300-1350,,MINE 511 TUTORIAL,,GEOL 621 LECTURE,ALSS 101 Lecture Group G
1400-1450,GLEN 222 TUTORIAL,MINE 414 LECTURE,ALSS 201 Lecture Group C,,ENVS 6102 TUT
1500-1550,CIVE 315 LECTURE,ALSS 301 LECTURE GROUP 1,FRSC 403 LECTURE,MECE 511 LECTURE,"GEME 411 TUTORIAL IND, MATERIALS, MINING"
1600-1650,,MATH 307 LECTURE,ENVS 201 TUTORIAL,,ALSS 101 Tutorial Group E
1700-1750,ALSS 101 Lecture Group F,,MATH 101 TUT PA MATHS,GEOL 601 LECTURE,ALSS 201 Lecture Group E
1800-1850,,,,,
1900-1950,,,,,
BIUST - 114/003-004,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,ALSS 101 Tutorial Group A,CTEN 511/MINS 511 TUTORIAL,CHEE 312 LECTURE,PHYS 305 Lecture,ALSS 201 Tutorial Group H
0900-0950,EMTH 201 TUTORIAL GROUP K,MMEE 411 LECTURE,,CIVE 415 TUTORIAL,CIVE 314 LECTURE
1000-1050,MECE 311 TUTORIAL MINING & GEOLOGICAL,,ALSS 301 LECTURE GROUP 4,MATH 101 TUT MECHANICAL,
1100-1150,STAT 202 TUT PHYS,"GEME 313 LECTURE GEOL,INFO,PHYS,PA CHEM,MATHS,STAT",MATH 601 LECTURE,ALSS 101 Tutorial Group J,GEOL 613 TUT
1200-1250,GEME 416 LECTURE,,,MMEE 410 LECTURE,GEOL 611 LECTURE
1300-1350,,CHEE 310 Tutorial,MATH 201 LECTURE,CHEE 311 LECTURE,CTEN 415 TUTORIAL
1400-1450,BIOL 406 Tutorial,ALSS 101 Lecture Group H,CHEM 101 TUTORIAL GROUP J,,MATH 411 LECTURE
1500-1550,MATH 201 LECTURE,CIVE 312 LECTURE,ALSS 201 Lecture Group G,,
1600-1650,ALSS 301 LECTURE GROUP 2,,STAT 304 LECTURE,ALSS 301 LECTURE GROUP 4,MINE 415 Lecture
1700-1750,MMEE 310 TUT,EMTH 201 TUTORIAL GROUP G,,ALSS 101 Tutorial Group G,BIOL 403 Tutorial
1800-1850,,,,,
1900-1950,,,,,
BIUST - 114/005-006,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,GEOL 307 TUT YEAR 4 GEOLOGICAL,ENVS 6104 Lecture,INFS 411 TUTORIAL,MMEE 210 TUT COMP & TELE,MATH 201 TUTORIAL
0900-0950,MMEE 310 LECTURE,PHYS 201 Lecture,,STAT 421 & STAT 603 TUT,ENVS 6104 LECTURE
1000-1050,,ALSS 101 Lecture Group B,GEOL 401 LECTURE,,
1100-1150,MMEE 413 TUT,CIVE 412 LECTURE,BIOL 204 Tutorial,COMP 431 LECTURE,CHEM 402 LECTURE
1200-1250,MATH 401 TUTORIAL,,ENVS 407 LECTURE,MATH 101 TUT CHEMICAL,BIOL 101 TUTORIAL INFORMATION SYS
1300-1350,STAT 301 TUT,GLEN 418 LECTURE,,COMP 401/INFS 401 LECTURE,
1400-1450,MINE 414 LECTURE,,INME 511 LECTURE,,EEEN 514 LECTURE
1500-1550,ALSS 301 TUTORIAL GROUP 2,ALSS 101 Tutorial Group F,,MATH 101 TUT MECHATRONICS,
1600-1650,EEEN 414 LECTURE,CTEN 512 LECTURE,CTEN 511/MINS 511 LECTURE,"GEME 414 LECTURE PHYS,PA CHEM,PA MATHS,STAT.EARTH,BIOL",MMEE 513 TUT
1700-1750,,,,,CHEM 405 LECTURE
1800-1850,,,,,
1900-1950,,,,,
BIUST - 122/001-002,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,ALSS 301 TUTORIAL GROUP 3,COMP 441 LECTURE,COMP 302 LECTURE,MINS 311 LECTURE,CIVE 416 LECTURE
0900-0950,"GEME 411 LECTURE CHEM ENG,CIVIL,COMP&T,MECHANICAL",,,,
1000-1050,,BIOL 405 LECTURE,GLEN 222 LAB,CHEE 510 LECTURE,GEME 630 TUTORIAL
1100-1150,CHEE 515 Tutorial,,,ENER 411 TUTORIAL,ENVS 403 LECTURE
1200-1250,MINE 514 TUTORIAL,EMTH 201 TUTORIAL GROUP J,MECE 312 LECTURE,MATH 101 TUT BIOLOGY,
1300-1350,CHEM 309 LECTURE,CHEE 411 Tutorial,,BIOL 101 TUTORIAL COMPUTER SC,
1400-1450,,CHEM 407 LECTURE,MINE 411 TUTORIAL,MATH 101 TUT EARTH & ENVIRONMENTAL,PHYS 305 TUT
1500-1550,CHEM 302 Lecture,ENVS 6101 LECTURE,STAT 301 LECTURE,GEME 201 TUTORIAL,
1600-1650,INFS 312 LECTURE,"GEME 313 LECTURE CIVIL,BIOL,COMP SC,ENV SC,FORE",GLEN 417 LECTURE,INFS 361 LECTURE,MCTE 511 LECTURE
1700-1750,,,,,
1800-1850,,,,,
1900-1950,,,,,
BIUST - 122/003-004,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,EEEN 412 LECTURE,CHEM 303 LECTURE,INME 411 LECTURE,MINE 514 LECTURE,MINS 411 LECTURE
0900-0950,,FRSC 301 LECTURE,,,
1000-1050,CHEE 210 LECTURE,ENVS 301 LECTURE,GEME 416 TUTORIAL,GEOL 405 LECTURE,EEEN 511 LECTURE
1100-1150,,,STAT 601 LECTURE,,
1200-1250,STAT 301 LECTURE,ALSS 201 Tutorial Group A,ALSS 101 Lecture Group J,CHEE 414 Tutorial,GEOL 307 LECTURE
1300-1350,MATH 202 TUTORIAL STAT & MATHS,FRSC 401 LECTURE,CIVE 311 LECTURE,ENVS 303 TUTORIAL,
1400-1450,CTEN 512 TUTORIAL,CIVE 411 TUTORIAL,,MATH 302 Lecture,GEME 630 LECTURE
1500-1550,MATH 622 Lecture,STAT 301 LECTURE,PHYS 404 LECTURE,,
1600-1650,BIOL 101 TUTORIAL FORENSIC,EEEN 512/ENER 415 LECTURE,ENVS 6102 Lecture,CHEM 306 LECTURE,BIOL 101 TUTORIAL BIOLOGY
1700-1750,CHEM 307 LECTURE,,MATH 101 TUT ENVIRONMENTAL SC,,EEEN 414 TUTORIAL
1800-1850,,,,,
1900-1950,,,,,
BIUST - 122/005-006,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,MMEE 210 TUT CHEMICAL,STAT 601 LECTURE,BIOL 204 LECTURE,"GEME 414 LECTURE COMP SC,ENV SC,FORE,GEOL,INFO",CHEE 512 LECTURE
0900-0950,MMEE 210 TUT MATERIALS,,,,
1000-1050,"GEME 411 TUTORIAL ELECTRICAL,GEOLOGICAL,MECHATRONICS",MINE 415 TUTORIAL,CHEM 407 LECTURE,CHEE 413 LECTURE,MATH 202 LECTURE
1100-1150,ALSS 201 Lecture Group K,MMEE 413 LECTURE,BIOL 304 LECTURE,,STAT 414 TUT
1200-1250,ENVS 401 LECTURE,,,INFS 441 LAB,MMEE 515 LECTURE
1300-1350,,CHEM 203 LECTURE,ALSS 101 Lecture Group K,CHCL 106 LECTURE,CHEE 415 Tutorial
1400-1450,ALSS 201 Tutorial Group I,,TELE 511 LECTURE,,EMTH 201 TUTORIAL GROUP H
1500-1550,STAT 621 LECTURE,GLEN 514 TUTORIAL,,MATH 101 TUT COMP & TELE,MATH 101 TUT INFORMATION SYS
1600-1650,,CHEE 312 Tutorial,CIVE 312 TUTORIAL,EEEN 519 LECTURE,ALSS 101 Tutorial Group I
1700-1750,CHEE 517 Tutorial,CHEM 101 TUTORIAL GROUP H,ENER 511 Lecture,,CHEE 510 TUTORIAL
1800-1850,,,,,
1900-1950,,,,,
BIUST - 124/001-002,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,CHEM 203 TUTORIAL BIOLOGY,ALSS 101 Tutorial Group H,MECE 313 LECTURE,ALSS 201 Lecture Group H,MINE 512 LECTURE
0900-0950,CIVE 315 TUTORIAL,,,MATH 201 LECTURE,
1000-1050,CHEM 403 Lecture,"GEME 411 TUTORIAL CHEM ENG,CIVIL,COMP&T,MECHANICAL",MEIE 510 LECTURE,CIVE 412 TUTORIAL,
1100-1150,ENVS 303 TUTORIAL,MATH 409 Lecture,,GEOL 613 LECTURE,MECE 412 LECTURE
1200-1250,EEEN 512/ENER 415 TUTORIAL,ENVS 405 LECTURE,,PHYS 201 LECTURE,
1300-1350,FRSC 401 LECTURE,,MATH 101 TUT ELECTRICAL,,ALSS 201 Lecture Group B
1400-1450,CMME 511 Tutorial,MINE 515 LECTURE,PHYS 305 LECTURE,CHEM 101 TUTORIAL GROUP B,GEME 201 LECTURE
1500-1550,CHEE 517 LECTURE,,,CHEM 405 LECTURE,
1600-1650,,STAT 202 Lecture,STAT 202 LECTURE,ALSS 301 LECTURE GROUP 1,CHEM 407 LECTURE
1700-1750,CIVE 314 TUTORIAL,GEOL 401 LECTURE,,ENVS 201 TUTORIAL,ALSS 301 LECTURE GROUP 2
1800-1850,,,,,
1900-1950,,,,,
BIUST - 124/003-004,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,GEOL 201 TUTORIAL ENGINEERING GROUPS,MINE 413 LECTURE,"GEME 411 LECTURE ELECTRICAL,GEOLOGICAL,MECHATRONICS",CHEM 203 TUTORIAL FORENSIC,STAT 309 LECTURE
0900-0950,CHEM 306 Lecture,,,GEOL 611 LECTURE,MATH 614 LECTURE
1000-1050,MECE 312 Tutorial MECHANICAL,PHYS 202 Lecture,EEEN 411 LECTURE,GEOL 615 Lecture,
1100-1150,MINS 411 TUTORIAL,INME 412 LECTURE,,ENVS 6103 LECTURE,CPEN 522 LECTURE
1200-1250,CHCL 105 LECTURE,,COMP 451 LECTURE,,
1300-1350,,BIOL 402 LECTURE,,GLEN 416 Tutorial,COMP 412 LECTURE
1400-1450,GLEN 417 TUTORIAL,,MINE 514 TUTORIAL,,
1500-1550,,CHEM 307 Tutorial,CHEE 512 Tutorial,,STAT 611 TUT
1600-1650,,CIVE 414 LECTURE,INFS 411 LECTURE,MINS 412 LECTURE,CIVE 411 LECTURE
1700-1750,,,,,
1800-1850,,,,,
1900-1950,,,,,
BIUST - 124/005-006,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,STAT 202 TUT STAT & MATH,ALSS 201 Tutorial Group B,CPEN 513 LECTURE,MMEE 313 LECTURE,MECE 311 LECTURE
0900-0950,MATH 307 LECTURE,ALSS 201 Tutorial Group G,,,
1000-1050,COMP 311 LECTURE,ENER 511 LECTURE,GEOL 305 TUTORIAL,,MINE 523 TUTORIAL
1100-1150,,,ENVS 305 LECTURE,CHEE 310 LECTURE,MINE 411 LECTURE
1200-1250,ENVS 303 LECTURE,CHEE 516 Tutorial,,,
1300-1350,,GEOL 613 LECTURE,ENVS 307 TUTORIAL,CHEM 307 LECTURE,MINE 414 TUTORIAL
1400-1450,EEEN 517 LECTURE,COMP 332 LECTURE,,GEOL 207 LECTURE,MATH 207 TUTORIAL
1500-1550,,,MATH 101 TUT MINING,,CHEM 302 LECTURE
1600-1650,MATH 101 TUT PHYSICS,EMTH 201 TUTORIAL GROUP I,STAT 611 LECTURE,CHEE 515 LECTURE,
1700-1750,MATH 101 TUT INDUSTRIAL,ENER 412 Lecture,MATH 412 TUTORIAL,,CHEM 303 LECTURE
1800-1850,,,,,
1900-1950,,,,,
BIUST - 125/001-002,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,ALSS 201 Tutorial Group D,CHEE 411 LECTURE,EEEN 516 LECTURE,CHEE 413 Tutorial,"GEME 411 LECTURE IND, MATERIALS, MINING"
0900-0950,ALSS 201 Lecture Group A,,,GLEN 313 TUTORIAL,
1000-1050,MATH 207 Lecture,MMEE 210 TUT ELEC,ENVS 6101 LECTURE,CHEE 210 Tutorial,CHEE 510 LECTURE
1100-1150,MINE 416 TUTORIAL,MCTE 521 LECTURE,ENVS 401 TUTORIAL,MECE 211 TUTORIAL GROUP H,CHEE 415 Lecture
1200-1250,MMEE 410 LECTURE,,INME 313 LECTURE,MATH 622 TUT,COMP 311 LECTURE
1300-1350,MATH 401 LECTURE,ALSS 301 TUTORIAL GROUP 4,,ALSS 101 Tutorial Group D,
1400-1450,MMEE 513 LECTURE,CIVE 517 LECTURE,GEOL 303 LECTURE,GLEN 222 LECTURE,CHEM 101 TUTORIAL GROUP G
1500-1550,,,,,EEEN 311 LECTURE
1600-1650,INME 414 LECTURE,GLEN 514 LECTURE,CHEE 514 Tutorial,CIVE 514 LECTURE,
1700-1750,,,CHEE 510 LECTURE,,CHEM 101 TUTORIAL GROUP I
1800-1850,,,,,
1900-1950,,,,,
BIUST - 125/003-004,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,GEOL 307 TUTORIAL SCIENCE GROUPS,STAT 421 & STAT 603 LECTURE,ALSS 301 TUTORIAL GROUP 1,COMP 342 LECTURE,
0900-0950,ENVS 301 TUTORIAL,,MATH 301 Lecture,,
1000-1050,MMEE 210 TUT IND,GLEN 313 LECTURE,STAT 304 TUT,EEEN 314 LECTURE,GEOL 621 TUT
1100-1150,PHYS 404 LECTURE,,MATH 307 TUTORIAL,,CHEM 203 Lecture
1200-1250,ALSS 201 Tutorial Group J,CHEM 402 LECTURE,CHEM 403 LECTURE,CHEM 309 Lecture,BIOL 101 TUTORIAL GEOLOGY
1300-1350,MATH 101 TUT MATERIALS,EEEN 314 TUTORIAL,,MATH 202 TUTORIAL PHYS & PA CHEM,GEME 415 TUTORIAL
1400-1450,ENVS 309 TUTORIAL,CHEE 414 LECTURE,INME 311 LECTURE,CHEM 101 TUTORIAL GROUP A,
1500-1550,CHEM 205 TUTORIAL PA CHEM & FORE,,,PHYS 301 TUT,ALSS 301 LECTURE GROUP 3
1600-1650,EEEN 313 LECTURE,EEEN 313 TUTORIAL,MINE 513 LECTURE,MATH 207 LECTURE,BIOL 303 LECTURE
1700-1750,,ALSS 201 Tutorial Group C,,,
1800-1850,CHCL 101 LECTURE,,CHCL 101 LECTURE,,
1900-1950,,,,,
BIUST - 125/005-006,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,COMP 361 LECTURE,,MMEE 522 TUT,BIOL 203 LECTURE,TELE 522 LECTURE
0900-0950,,,MMEE 411 TUT,,
1000-1050,ALSS 101 Tutorial Group K,STAT 401 TUT,MMEE 415 LECTURE,MATH 301 TUTORIAL,GEOL 401 LECTURE
1100-1150,MMEE 210 TUT GEOLOGICAL,MINE 523 LECTURE,,ENVS 305 TUTORIAL,MATH 302 TUTORIAL
1200-1250,MCTE 511 TUTORIAL,,COMP 331 LECTURE,ALSS 101 Lecture Group C,MATH 301 LECTURE
1300-1350,MINE 413 TUTORIAL,GLEN 311 LECTURE,,MATH 101 TUT STATISTICS,
1400-1450,CIVE 415 LECTURE,,"GEME 414 TUTORIAL PHYS,PA CHEM,PA MATHS,STAT,EARTH,BIOL",ENVS 201 LECTURE,BIOL 314 LECTURE
1500-1550,,MINE 415 LECTURE,MATH 202 LECTURE,,
1600-1650,STAT 309 LECTURE,,ENVS 405 TUTORIAL,MECE 412 TUTORIAL,STAT 611 LECTURE
1700-1750,CHEM 101 TUTORIAL GROUP E,MECE 211 TUTORIAL GROUP I,MMEE 313 TUT,MMEE 410 TUT,
1800-1850,CHCL 101 LECTURE,CHCL 102 LECTURE,CHCL 101 LECTURE,CHCL 102 LECTURE,
1900-1950,,,,,
BIUST -,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,,,,,
0900-0950,,,,,
1000-1050,,,,,
1100-1150,,,,,
1200-1250,,,,,
1300-1350,,,,,
1400-1450,,,,,
1500-1550,,,,,
1600-1650,,,,,
1700-1750,,,,,
1800-1850,,,,,
1900-1950,,,,,
BIUST - 119/003,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,CHEM 203 Tutorial PA CHEMISTRY,MMEE 515 LECTURE,CIVE 517 WORKSHOP,TELE 513 LECTURE,GLEN 418 TUTORIAL
0900-0950,,CHEM 409 Lecture,,,INFS 451 LECTURE
1000-1050,ENVS 6101 LECTURE,INME 311 TUTORIAL,CIVE 311 Tutorial,GEOL 207 TUTORIAL,
1100-1150,,COMP 353 LECTURE,MECE 211 TUTORIAL GROUP G,STAT 621 TUT,GEME 512 LECTURE
1200-1250,FRSC 403 LECTURE,,INME 413 LECTURE,BIOL 101 TUTORIAL ENVIRONMENTAL SC,
1300-1350,CHEM 101 TUTORIAL GROUP D,ALSS 201 Tutorial Group E,,MATH 409 LECTURE,MATH 401 LECTURE
1400-1450,GEME 415 LECTURE,CHEM 101 TUTORIAL GROUP F,MATH 101 TUT CIVIL,,MATH 601 LECTURE
1500-1550,,CIVE 416 TUTORIAL,ENER 412 LECTURE,,
1600-1650,MATH 411 TUTORIAL,MINE 511 LECTURE,,INFS 441 LECTURE,ALSS 101 Tutorial Group B
1700-1750,CIVE 414 TUTORIAL,,FRSC 301 LECTURE,,
1800-1850,,,,CHCL 104 LECTURE,
1900-1950,,,,,
BIUST - 119/004,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,BIOL 101 TUTORIAL PHYSICS,GEOL 301 TUTORIAL,GEOL 305 LECTURE,CHEE 514 LECTURE,
0900-0950,,,,,STAT 421 & STAT 603 Lecture
1000-1050,ALSS 101 Lecture Group A,STAT 611 LECTURE,MATH 614 Lecture,MECE 211 TUTORIAL GROUP K,
1100-1150,CHCL 103 LECTURE,ALSS 201 Tutorial Group K,CHEM 303 Tutorial,MMEE 210 TUT CIVIL,INME 515 LECTURE
1200-1250,,EEEN 413 LECTURE,CHEE 415 LECTURE,,
1300-1350,BIOL 101 TUTORIAL PA MATHEMATICS,,,MATH 629 TUT,CHEM 409 LECTURE
1400-1450,GEOL 403 LECTURE,EEEN 412 TUTORIAL,MMEE 210 TUT MECHATRONICS,CHEM 303 LECTURE,
1500-1550,,MATH 101 TUT GEOLOGICAL,MMEE 210 TUT MECHANICAL,INME 314 LECTURE,
1600-1650,GEOL 625 LECTURE,CHEE 516 LECTURE,ENVS 307 LECTURE,,BIOL 203 Tutorial
1700-1750,,,,ALSS 101 Lecture Group I,
1800-1850,,,,,
1900-1950,,,,,
BIUST - 119/008,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,INME 512 LECTURE,ENER 411 LECTURE,,MATH 405 LECTURE,PHYS 202 LECTURE
0900-0950,,,ENVS 309 LECTURE,ALSS 201 Lecture Group I,
1000-1050,GEOL 303 TUTORIAL,GEOL 601 LECTURE,,MECE 313 TUTORIAL,MECE 511 TUTORIAL
1100-1150,CHEM 402 LECTURE,GEOL 615 LECTURE,INFS 312 TUTORIAL,,MATH 405 LECTURE
1200-1250,CHCL 107 LECTURE,,CTEN 415 LECTURE,,PHYS 404 LECTURE
1300-1350,,,,ALSS 201 Lecture Group J,ENER 513 LECTURE
1400-1450,CHEM 405 LECTURE,EEEN 510 LECTURE,"GEME 414 TUTORIAL COMP SC,ENV SC,FORE,GEOL,INFO",MATH 202 LECTURE,
1500-1550,MECE 211 TUTORIAL GROUP J,,MATH 624 LECTURE,MECE 311 TUTORIAL MECHANICAL & MECHATRONICS,INFS 451 TUTORIAL
1600-1650,,ENVS 401 TUTORIAL,,MINE 416 LECTURE,STAT 309 TUT
1700-1750,CHEM 205 TUTORIAL GEOLOGY & EARTH,MATH 101 TUT PA CHEM,GEOL 611 TUT,,
1800-1850,,,,,
1900-1950,,,,,
BIUST - 115/002,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,COMP 101 LAB GROUP EARTH,GLEN 416 LAB,COMP 342 LAB,,COMP 311 LAB
0900-0950,,,,,
1000-1050,,,,,
1100-1150,COMP 412 LAB,,,COMP 331 LAB,COMP 101 LAB GROUP COMP SC
1200-1250,,COMP 302 LAB,,,
1300-1350,COMP 332 LAB,,,,
1400-1450,,,,,COMP 101 LAB GROUP MECHANICAL
1500-1550,,COMP 101 LAB GROUP CHEMICAL & MATERIALS,,COMP 211 LAB GROUP H,
1600-1650,,,,,
1700-1750,,,,,
1800-1850,,,,,
1900-1950,,,,,
BIUST - 115/003 STATISTICS COMPUTER LAB,,,,,
2024/2025 Semester 1 Final Teaching Timetable,,,,,
,Monday,Tuesday,Wednesday,Thursday,Friday
0800-0850,STAT 401 Lecture,MATH 622 LECTURE,STAT 414 LECTURE,STAT 303 LECTURE,STAT 303 LAB
0900-0950,STAT 416 LECTURE,,,,
1000-1050,,MATH 629 LECTURE,,MATH 629 LECTURE,
1100-1150,MATH 629 LECTURE,,,STAT 401 LECTURE,
1200-1250,,STAT 612 TUT,STAT 416 TUT,,STAT 612 LAB
1300-1350,MATH 615 LECTURE,MATH 615 LECTURE,,STAT 615 LECTURE,
1400-1450,,STAT 416 Lecture,,,
1500-1550,,STAT 401 LECTURE,,STAT 612 LECTURE,
1600-1650,,,,,MATH 615 TUT
1700-1750,,,MATH 615 LECTURE,,
